shift_id,date,shift,nurse_id,nurse_name,role
SH-004397,2022-01-08,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-004397,2022-01-08,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-004397,2022-01-08,Day (07-19),RN-024,Priya Okafor,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-032,Priya Khan,Charge Nurse
SH-004398,2022-01-08,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004398,2022-01-08,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-030,Tom Nguyen,Charge Nurse
SH-004399,2022-01-09,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-004399,2022-01-09,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-012,Zara Okafor,Charge Nurse
SH-004400,2022-01-09,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-004400,2022-01-09,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-025,Lena Meyer,Charge Nurse
SH-004401,2022-01-10,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004401,2022-01-10,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-040,Hana Meyer,Charge Nurse
SH-004402,2022-01-10,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-004402,2022-01-10,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-009,Amara Bauer,Charge Nurse
SH-004403,2022-01-11,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-004403,2022-01-11,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-042,Priya Mensah,Charge Nurse
SH-004404,2022-01-11,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-004404,2022-01-11,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-004405,2022-01-12,Day (07-19),RN-026,Jack Silva,Charge Nurse
SH-004405,2022-01-12,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004405,2022-01-12,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-004405,2022-01-12,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-004405,2022-01-12,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-004405,2022-01-12,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-008,Leo Sharma,Charge Nurse
SH-004406,2022-01-12,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-004406,2022-01-12,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004407,2022-01-13,Day (07-19),RN-037,Diego Meyer,Charge Nurse
SH-004407,2022-01-13,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-004407,2022-01-13,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-004407,2022-01-13,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-004407,2022-01-13,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004407,2022-01-13,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-025,Lena Meyer,Charge Nurse
SH-004408,2022-01-13,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004408,2022-01-13,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-020,Ana Silva,Charge Nurse
SH-004409,2022-01-14,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-004409,2022-01-14,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-018,Omar Ivanov,Charge Nurse
SH-004410,2022-01-14,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-004410,2022-01-14,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-002,Mei Mensah,Charge Nurse
SH-004411,2022-01-15,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-004411,2022-01-15,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-029,Omar Adeyemi,Charge Nurse
SH-004412,2022-01-15,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-007,Sam Khan,Bedside Nurse
SH-004412,2022-01-15,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-020,Ana Silva,Charge Nurse
SH-004413,2022-01-16,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-004413,2022-01-16,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-017,Sam Meyer,Charge Nurse
SH-004414,2022-01-16,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-004414,2022-01-16,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-032,Priya Khan,Charge Nurse
SH-004415,2022-01-17,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-004415,2022-01-17,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-030,Tom Nguyen,Charge Nurse
SH-004416,2022-01-17,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-004416,2022-01-17,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-004417,2022-01-18,Day (07-19),RN-030,Tom Nguyen,Charge Nurse
SH-004417,2022-01-18,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004417,2022-01-18,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004417,2022-01-18,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-004417,2022-01-18,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-004417,2022-01-18,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-029,Omar Adeyemi,Charge Nurse
SH-004418,2022-01-18,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-004418,2022-01-18,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-012,Zara Okafor,Charge Nurse
SH-004419,2022-01-19,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-004419,2022-01-19,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-041,Yara Okafor,Charge Nurse
SH-004420,2022-01-19,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-004420,2022-01-19,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-003,Tom Dubois,Charge Nurse
SH-004421,2022-01-20,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-004421,2022-01-20,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-011,Mei Okafor,Charge Nurse
SH-004422,2022-01-20,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-004422,2022-01-20,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-029,Omar Adeyemi,Charge Nurse
SH-004423,2022-01-21,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-004423,2022-01-21,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-019,Sam Costa,Charge Nurse
SH-004424,2022-01-21,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-004424,2022-01-21,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-012,Zara Okafor,Charge Nurse
SH-004425,2022-01-22,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-004425,2022-01-22,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-009,Amara Bauer,Charge Nurse
SH-004426,2022-01-22,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004426,2022-01-22,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-037,Diego Meyer,Charge Nurse
SH-004427,2022-01-23,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004427,2022-01-23,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-039,Grace Dubois,Charge Nurse
SH-004428,2022-01-23,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-004428,2022-01-23,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-028,Kofi Mensah,Charge Nurse
SH-004429,2022-01-24,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-004429,2022-01-24,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-016,Ivan Adeyemi,Charge Nurse
SH-004430,2022-01-24,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004430,2022-01-24,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-019,Sam Costa,Charge Nurse
SH-004431,2022-01-25,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-004431,2022-01-25,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-027,Maya Okafor,Charge Nurse
SH-004432,2022-01-25,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-004432,2022-01-25,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-035,Maya Costa,Charge Nurse
SH-004433,2022-01-26,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-004433,2022-01-26,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-025,Lena Meyer,Charge Nurse
SH-004434,2022-01-26,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004434,2022-01-26,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-032,Priya Khan,Charge Nurse
SH-004435,2022-01-27,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-004435,2022-01-27,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-016,Ivan Adeyemi,Charge Nurse
SH-004436,2022-01-27,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-004436,2022-01-27,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-026,Jack Silva,Charge Nurse
SH-004437,2022-01-28,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-004437,2022-01-28,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-012,Zara Okafor,Charge Nurse
SH-004438,2022-01-28,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-004438,2022-01-28,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-008,Leo Sharma,Charge Nurse
SH-004439,2022-01-29,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-004439,2022-01-29,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-031,Diego Khan,Charge Nurse
SH-004440,2022-01-29,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-004440,2022-01-29,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-018,Omar Ivanov,Charge Nurse
SH-004441,2022-01-30,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-004441,2022-01-30,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-018,Omar Ivanov,Charge Nurse
SH-004442,2022-01-30,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-004442,2022-01-30,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-004443,2022-01-31,Day (07-19),RN-013,Mei Meyer,Charge Nurse
SH-004443,2022-01-31,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-004443,2022-01-31,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-004443,2022-01-31,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
